,name,weight
12111,prepare case files in relation to animal related investigations,1
12112,investigate animal related incidents,1
12113,coordinate care of neglected animals,1
12114,chase threaded hole,1
12115,aluminium alloys,1
12116,anodising specifications,1
12117,conduct participatory research,1
12118,craftsmanship,1
12119,maintain catalogues of antiquarian goods,1
12120,identify support mechanisms to develop your professional practice,1
12121,evaluate potential end-user conflicts,1
12122,hatchery design,1
12123,perform spawning and fertilisation on fish eggs,1
12124,grade young fish,1
12125,operate pumps in aquaculture facilities,1
12126,peform small vessel administrative duties,1
12127,perform small vessel navigation,1
12128,manoeuvere and load small vessel,1
12129,conduct small vessel operation start-up procedures,1
12130,draw up marketing and sales plan,1
12131,set up documentation control system,1
12132,archaeobotany,1
12133,record archaeological finds,1
12134,manage archive,1
12135,conduct military music services,1
12136,use intuition in booking projects,1
12137,thread wire,1
12138,repair damaged paper parts,1
12139,perform manual spiral binding,1
12140,bingo terminology,1
12141,operate biogas meter,1
12142,mycology,1
12143,mammalogy,1
12144,create natural science taxonomies,1
12145,ornithology,1
12146,herpetology,1
12147,lepidoptery,1
12148,entomology,1
12149,medical device vigilance reporting systems,1
12150,contribute to development of biometric systems,1
12151,operate vibratory feeder in food production,1
12152,select unshelled almonds,1
12153,tend almond huller machine,1
12154,tend cement transfer equipment,1
12155,repair sailing equipment,1
12156,prepare inventory reports,1
12157,use body modification techniques,1
12158,provide protective escort,1
12159,identify surveillance devices,1
12160,search for explosive devices,1
12161,bind books,1
12162,work out odds,1
12163,newsletter analysis,1
12164,signal cues to announcers,1
12165,align antennae with receiving dishes,1
12166,set up portable field transmission equipment,1
12167,broadcast using Internet Protocol,1
12168,maintain broadcast equipment,1
12169,adjust video transmissions,1
12170,prepare animal materials for brush bristles,1
12171,issue permits,1
12172,learn about customer service,1
12173,use substitute materials,1
12174,create mock-ups,1
12175,allocate keys,1
12176,gambling games,1
12177,maintain prostheses,1
12178,build electronic prototypes,1
12179,maintain vessel steering mechanisms,1
12180,repair maritime communication equipment,1
12181,interpret inland water transport regulations,1
12182,philosophy of mathematics,1
12183,metalogic,1
12184,act as a watchstander,1
12185,medical furniture,1
12186,finish medical devices,1
12187,bodily fluid analysis,1
12188,decide on products to be stocked,1
12189,liaise with buyers to plan products for the store,1
12190,operate nibbling equipment,1
12191,tend nibbling machine,1
12192,types of hand-operated printing devices,1
12193,parts of metal rolling mill,1
12194,tend cold rolling mill,1
12195,metal hot rolling technology,1
12196,tend hot rolling mill,1
12197,helminthology,1
12198,develop bioremediation techniques,1
12199,maintain microelectromechanical systems,1
12200,yoga,1
12201,operate wash plant,1
12202,ordain religious officials,1
12203,Hebrew,1
12204,Sanskrit,1
12205,Latin,1
12206,perform puja,1
12207,Arabic,1
12208,islamic studies,1
12209,participate in rabbinical court proceedings,1
12210,administer prescribed medication,1
12211,handle medical emergencies without doctor,1
12212,manipulate plaster,1
12213,Buddhism,1
12214,determine release date,1
12215,coordinate sale of video and motion picture production products,1
12216,assess risks implied in rigging operations,1
12217,design musical events involving patients,1
12218,monitor performers,1
12219,news analytics,1
12220,prepare soda-ash,1
12221,types of oaths,1
12222,hand gestures,1
12223,provide legal legitimacy to the transfer of assets,1
12224,perform powers of attorney,1
12225,prepare radiopharmaceuticals,1
12226,transport office equipment,1
12227,sell office equipment,1
12228,operate letterpress,1
12229,petroleum coking techniques,1
12230,hydrocarbon isomerisation processes,1
12231,hydrocarbon cracking techniques,1
12232,oil sweetening processes,1
12233,crude oil distillation processes,1
12234,vacuum distillation processes,1
12235,train crew members,1
12236,lead drilling crews,1
12237,adapt to change in marketing,1
12238,master disc manufacturing,1
12239,process incoming optical supplies,1
12240,make referrals to ophthalmology,1
12241,select intraocular lenses for surgery,1
12242,take and analyse blood pressure,1
12243,team building,1
12244,approve packaging design,1
12245,filter paint,1
12246,pump paint,1
12247,locate fossils,1
12248,assemble fossils,1
12249,excavate fossils,1
12250,conduct geochemical research,1
12251,identify fossils,1
12252,tend automatic sewing machines,1
12253,operate manual embossing press,1
12254,use hand pliers,1
12255,use carbon sheets,1
12256,plan youth programmes,1
12257,calculate commissions,1
12258,allocate paychecks,1
12259,facilitate appropriate compositional structures in dance,1
12260,follow client animal handling programme,1
12261,prepare intravenous packs,1
12262,blood product storage conditions,1
12263,endocrine physiology,1
12264,operate press-in pile driver,1
12265,drive metal sheet piles,1
12266,manage time in tourism,1
12267,cut trees to clear public access,1
12268,dry tumbling,1
12269,processes performed by tumbling,1
12270,monitor tunnel boring machine supplies,1
12271,monitor excavated material,1
12272,determine tunnel boring machine speed,1
12273,hot vulcanisation,1
12274,cold vulcanisation,1
12275,operate longwall mining equipment,1
12276,operate powered roof support,1
12277,operate continuous miner,1
12278,operate production drilling machine,1
12279,operate shuttle car,1
12280,operate roof bolter,1
12281,operate LHD,1
12282,operate scaler,1
12283,replace defective devices,1
12284,prepare premises,1
12285,check list of participants,1
12286,create vacuum forming mould,1
12287,cut vacuum formed workpiece,1
12288,install rubber channeling strips,1
12289,repair small damages to windshields,1
12290,repair windshield wipers,1
12291,use urethane adhesive to fasten windshields,1
12292,install foam dams on pinchwelds,1
12293,maintain inventory of vehicle cleaning supplies,1
12294,perform annual legal safety checks,1
12295,clean vending machines,1
12296,calibrate engines,1
12297,sell veterinary materials,1
12298,apply colour grading,1
12299,colour grading,1
12300,participate in vine preparation,1
12301,sanitise winery area,1
12302,assist with plant propagation,1
12303,operate wine pumps,1
12304,develop dried-on-vine raisin production systems,1
12305,use dialect,1
12306,laws regulating serving alcoholic drinks,1
12307,prepare service trolleys,1
12308,carry out storage risk management,1
12309,interfere with enemy communications,1
12310,restore antique clocks,1
12311,design weirs,1
12312,develop watering schedules,1
12313,design sprinkler systems,1
12314,inform on water supply,1
12315,dispose of soldering waste,1
12316,sell weight loss products,1
12317,manage fitness goals,1
12318,manage storage operations,1
12319,handle cargo space on sale,1
12320,design wind farm collector systems,1
12321,perform glazing reconditioning,1
12322,apply rubber sealant,1
12323,hammer cotton and oakum into seams,1
12324,coat seams with putty,1
12325,use caulking tools,1
12326,warm marine glue,1
12327,coat seams with hot pitch,1
12328,remove old caulking,1
12329,methods of drying timber,1
12330,repair hammer mill,1
12331,maintain hammer mill,1
12332,operate hammer mill,1
12333,operate nail gun,1
12334,use wood chisel,1
12335,identify abrasives types,1
12336,advise customers on wood products,1
12337,develop craft activities,1
12338,supervise craft activities,1
12339,collect fees for cloak room service,1
12340,timing devices,1
12341,advise customers on clocks,1
12342,design clocks,1
12343,develop production line,1
12344,contribute to specialised publications,1
12345,ayurveda medicine,1
12346,use digital instruments,1
12347,graphite,1
12348,test wireless devices,1
12349,place orders for computer products,1
12350,build rebar cages,1
12351,preserve regional sweet traditions,1
12352,develop new confectionery products,1
12353,work in underwater chamber,1
12354,sell consumer electronics,1
12355,promote responsible consumer behaviour,1
12356,concretise artistic concept,1
12357,construct coquilles,1
12358,tend metal fastener machine,1
12359,seed the ground,1
12360,develop security concepts,1
12361,plan logging operations,1
12362,distinguish types of saws,1
12363,handle spectator complaints,1
12364,welcome spectators,1
12365,ensure safe spectator movement,1
12366,verify visitor identification,1
12367,inspect sport stadium,1
12368,lead a team in hospitality service,1
12369,types of cylindrical grinding processes,1
12370,coordinate the procurement of organs for transplantation,1
12371,maintain gas mileage records,1
12372,perform dating coaching,1
12373,use personality tests,1
12374,advise on online dating,1
12375,analyse granulated mixture,1
12376,tend ion-exchange equipment,1
12377,questioned document examination,1
12378,identify origin of typed documents,1
12379,identify forged documents,1
12380,support local economies,1
12381,implement plans for the management of sports turf areas,1
12382,transport visitors,1
12383,perform electrolysis,1
12384,use threading techniques,1
